brand_id,brand_name,category_id,category_name,date,gender_category,gender_id,image_link,image_link2,overview,price,product_link,rating,sale_price,status,title
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/k/f/kfb20201_white_1_19.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/k/f/kfb20201_white_1_19.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Khaas Shalwar female,"PKR 4,990",https://pk.khaadi.com/kfb20201-white-kfb20201-white-pk.html,Good,"PKR 2,500",avb,Khaas Shalwar
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/c/t/ctp20208_off-white_1_7.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/c/t/ctp20208_off-white_1_7.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Kurta female,"PKR 3,490",https://pk.khaadi.com/ctp20208-off-white-ctp20208-off-white-pk.html,Good,"PKR 1,745",avb,Kurta
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/c/t/ctp20208_white_1_7.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/c/t/ctp20208_white_1_7.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Kurta female,"PKR 3,490",https://pk.khaadi.com/ctp20208-white-ctp20208-white-pk.html,Good,"PKR 1,745",avb,Kurta
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/e/t/etb20311_beige_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/t/etb20311_beige_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Kurta female,"PKR 2,490",https://pk.khaadi.com/etb20311-beige-etb20311-beige-pk.html,Good,"PKR 1,245",avb,Kurta
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/e/t/etp20312_red_1_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/t/etp20312_red_1_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Kurta female,"PKR 4,490",https://pk.khaadi.com/etp20312-red-etp20312-red-pk.html,Good,"PKR 2,245",avb,Kurta
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/c/k/ckde20132s_green_1_12.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/c/k/ckde20132s_green_1_12.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Dupatta female,PKR 990,https://pk.khaadi.com/ckde20132s-green-ckde20132s-green-pk.html,Good,PKR 790,avb,Dupatta
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/ee3pp21103s_green_1_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/ee3pp21103s_green_1_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Dupatta female,"PKR 1,090",https://pk.khaadi.com/ee3pp21103s-green-ee3pp21103s-green-pk.html,Good,PKR 870,avb,Dupatta
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/eekdp21101d_blue_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/eekdp21101d_blue_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Dupatta female,"PKR 1,090",https://pk.khaadi.com/eekdp21101d-blue-eekdp21101d-blue-pk.html,Good,PKR 870,avb,Dupatta
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/eekdpe21201s_grey_1_4.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/eekdpe21201s_grey_1_4.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Dupatta female,"PKR 1,190",https://pk.khaadi.com/eekdpe21201s-grey-eekdpe21201s-grey-pk.html,Good,PKR 950,avb,Dupatta
1,khaadi,4,kameezshalwar_stitched,9/15/2021,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/eepe21105_blue_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/eepe21105_blue_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Pants female,"PKR 1,490",https://pk.khaadi.com/eepe21105-blue-eepe21105-blue-pk.html,Good,"PKR 1,190",avb,Pants
